id,name,host_id,host_name,host_since,host_is_superhost,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,availability_365,minimum_nights,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,col_31,col_32,col_33,col_34
44492250,nashville condo near downtown- walking distance to,359727542,Cathy,7/31/20,t,1,t,t,1,District 19,36.14772,-86.78187,336,2,Entire home/apt,4,1 bath,1,2,$161.00 ,114,2.44,4.95,4.97,4.94,4.99,4.99,4.88,4.89,,,,
44492752,riverfront condo, <1 mile to Downtown Nashville!,457504281,Aaron,5/4/22,t,3,t,t,5,District 19,36.17127,-86.77855,3,30,Entire home/apt,6,1 bath,2,NA,"",36,1.43,4.92,4.94,4.94,4.92,5,4.78,4.67,,,
44494555,private, Clean & Comfy Guest Suite,14522084,Greg,4/21/14,t,1,t,t,1,District 29,36.0823,-86.6404,350,2,Entire home/apt,2,1 bath,1,1,$80.00 ,32,0.72,4.97,5,4.94,4.94,5,4.91,4.94,,,
44507180,affordable east nashville 3/3 4 miles to downtown!,55055577,Nicole,1/17/16,t,2,t,t,2,District 7,36.1941414552795,-86.73989095,67,2,Entire home/apt,7,3 baths,3,4,$225.00 ,15,1.65,5,5,5,5,5,4.87,4.87,,,,
44532192,cozy private nook in east nashville,19870589,Brian And Emily,8/11/14,t,1,t,t,1,District 7,36.21139,-86.71908,358,2,Private room,2,1 bath,1,1,$104.00 ,94,2.09,4.96,5,4.98,4.98,4.99,4.86,4.87,,,,
44532822,spacious home w/ open layout ~ 6 min to broadway!,88959664,Julian,8/9/16,t,48,t,t,51,District 2,36.18596,-86.80332,326,2,Entire home/apt,10,2.5 baths,3,6,$213.00 ,175,3.71,4.91,4.92,4.75,4.98,4.99,4.8,4.85,,,,
44573581,bright welcoming 2 bedrooms,104179206,HeyJean,11/17/16,f,1,t,t,1,District 21,36.16761,-86.80879,179,30,Entire home/apt,4,1 bath,2,2,$221.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
44589943,charming bungalow in the heart of nashville,216770834,Monica,9/22/18,f,1,t,t,1,District 17,36.14108,-86.79314,0,2,Entire home/apt,6,2 baths,3,NA,"",46,0.99,5,5,5,5,5,5,4.89,,,,
44633267,spacious 1 bed - great location east nashville,129902341,Ryan & Sarah,5/11/17,t,3,t,t,3,District 6,36.18432,-86.72085,140,2,Entire home/apt,5,1 bath,1,2,$104.00 ,191,4.1,4.97,4.99,4.97,4.99,4.98,4.94,4.97,,,,
44641875,1 bd/1 ba in heart of trendy east nashville,3433181,Millie,8/31/12,t,1,t,t,1,District 6,36.18207,-86.7465,333,2,Entire home/apt,3,1 bath,1,2,$121.00 ,230,5.08,5,5,5,4.99,5,4.98,4.95,,,,
44646559,classy, Cozy, Close to Downtown!,72490926,Dana,5/17/16,t,1,t,t,1,District 5,36.20826,-86.76552,167,2,Entire home/apt,11,2.5 baths,2,NA,"",83,1.78,4.9,4.95,4.93,4.89,4.93,4.4,4.81,,
44647327,family friends and free parking 1mile to downtown,21895643,Deidre,9/28/14,t,6,t,t,7,District 17,36.1384287580421,-86.78496664,292,2,Entire home/apt,12,3 baths,6,6,$648.00 ,1,0.11,5,5,5,5,5,4,5,,,,
44647368,hangout house play, work, and visit,21895643,Deidre,9/28/14,t,6,t,t,7,District 16,36.10523,-86.73968,317,2,Entire home/apt,6,1 bath,3,NA,"",86,1.91,4.78,4.84,4.66,4.92,4.95,4.84,4.67,,
44648946,2nd ave riverside condo in the heart of downtown,356926880,The French House,7/17/20,t,2,t,t,4,District 19,36.16277,-86.77559,321,1,Entire home/apt,8,2.5 baths,2,NA,"",9,0.2,5,5,5,5,5,4.89,4.67,,,,
44660998,tb one / combo of two luxury condos / large groups,260899725,Kevin,5/9/19,t,54,t,t,56,District 21,36.15937,-86.8068,258,3,Entire home/apt,9,3 baths,4,5,$399.00 ,10,0.22,5,4.8,4.8,5,4.9,4.5,4.8,,,,
44672180,luxury new house in downtown nashville,202435770,John,7/15/18,"",1,t,t,3,District 19,36.17061,-86.79638,236,1,Entire home/apt,12,3 baths,4,9,$304.00 ,40,3.73,5,5,4.95,4.95,4.97,4.77,4.9,,,,
44679310,stunning lakefront retreat minutes from nashville,16752596,Elle,6/13/14,f,1,t,t,2,District 11,36.24733,-86.63361,140,2,Entire home/apt,12,2.5 baths,4,12,$875.00 ,34,0.94,4.76,4.76,4.68,4.97,4.94,4.88,4.56,,,,
44679540,the dolly- lofts at noel court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,306,2,Entire home/apt,8,2.5 baths,2,NA,"",22,0.49,4.86,5,4.91,4.95,4.95,5,4.64,,,
44679541,the dolly parton- lofts at noel court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,304,2,Entire home/apt,16,5 baths,4,NA,"",54,1.19,4.89,4.91,4.94,4.91,4.92,4.92,4.68,,,
44679543,the parton- lofts at noel court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,332,2,Entire home/apt,8,2.5 baths,2,NA,"",19,0.41,4.95,4.95,4.95,5,4.95,4.95,4.79,,,
44695013,the johnny cash- lofts at noel court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,318,2,Entire home/apt,12,3 baths,2,NA,"",66,1.58,4.91,4.89,4.91,4.94,4.92,4.91,4.76,,,
44738925,chic design on music row @ west end*vu*belmont*dt,7073590,Brigitte,6/23/13,t,18,t,t,19,District 19,36.15018,-86.79253,333,1,Entire home/apt,6,1 bath,1,3,$160.00 ,328,7.1,4.95,4.95,4.95,4.95,4.91,4.95,4.87,,,,
44738938,music row comfort at downtown*gulch*vandy,7073590,Brigitte,6/23/13,t,18,t,t,19,District 19,36.15212,-86.79229,336,1,Entire home/apt,4,1 bath,1,4,$222.00 ,278,6,4.92,4.93,4.96,4.92,4.9,4.93,4.85,,,,
44739184,luxury on music row @ downtown*vu*belmont*gulch,7073590,Brigitte,6/23/13,t,18,t,t,19,District 19,36.15057,-86.79246,355,1,Entire home/apt,6,1 bath,1,3,$171.00 ,329,7.04,4.93,4.93,4.95,4.96,4.94,4.93,4.87,,,,
44752011,1920s carriage house: walkable luxury & charm!,593556,Alece,5/16/11,f,9,t,t,9,District 18,36.133533,-86.801926,331,1,Entire home/apt,5,1 bath,1,3,$173.00 ,101,2.19,4.96,4.98,4.9,5,5,4.98,4.88,,,,
44752230,hillsboro hideaway: dreamy studio, Prime Location!,593556,Alece,5/16/11,f,9,t,t,9,District 18,36.133362,-86.801712,340,1,Entire home/apt,2,1 bath,1,1,$165.00 ,126,2.74,4.95,4.98,4.92,5,4.97,4.96,4.78,,,
44752240,cozy carriage house: walkable, Pet-Friendly Studio,593556,Alece,5/16/11,f,9,t,t,9,District 18,36.13335,-86.801529,353,1,Entire home/apt,4,1 bath,1,2,$135.00 ,99,2.15,4.86,4.87,4.81,4.97,4.96,4.93,4.64,,,
44789479,built in 2020, nice neighborhood.,14761047,John,4/26/14,f,5,t,t,6,District 24,36.12061,-86.8428,247,30,Entire home/apt,8,4 baths,5,5,$189.00 ,9,0.22,5,5,4.89,5,5,5,5,,,
44825792,10 mins to broadway - music city group retreat,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15947,-86.87999,339,2,Entire home/apt,12,3.5 baths,4,8,$196.00 ,89,3,4.76,4.83,4.65,4.82,4.91,4.39,4.77,,,,
44896947,farmhouse 4 bed/bath, Pool, 15-20 mins to Downtown,13996514,Ellery,1/20/16,t,3,t,t,3,District 1,36.28046,-86.85187,259,3,Entire home/apt,8,4 baths,4,4,$425.00 ,6,0.13,4.83,4.67,4.33,4.67,5,4.67,4.67,,
44934927,three king beds free parking 2 miles to broadway!,28196034,Dorinda,2/22/15,"",20,t,t,27,District 21,36.16326,-86.80617,162,2,Entire home/apt,10,2.5 baths,3,5,$230.00 ,134,2.9,4.71,4.78,4.75,4.81,4.84,4.28,4.63,,,,
44995320,loft lula 'seis' in downtown nashville, TN,225949486,Luis + Crystal,11/15/18,f,10,t,t,15,District 19,36.15586,-86.77571,114,1,Entire home/apt,2,1 bath,1,1,$144.00 ,202,4.38,4.67,4.77,4.72,4.64,4.85,4.83,4.55,,,
44997666,haywood cottage - entire home, sleeps 12,242100109,Jordyn,2/9/19,t,1,t,t,1,District 30,36.0746,-86.71011,28,1,Entire home/apt,12,2 baths,4,6,$687.00 ,82,1.81,4.83,4.82,4.83,4.96,4.96,4.67,4.78,,,
45002939,10 mins to broadway - gorgeous gated townhome,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15783,-86.87977,206,2,Entire home/apt,10,2.5 baths,3,8,$153.00 ,89,1.98,4.75,4.75,4.72,4.86,4.84,4.75,4.83,,,,
45003250,10 mins to broadway - pet-friendly escape,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15885,-86.87952,314,2,Entire home/apt,10,2.5 baths,3,8,$184.00 ,65,1.54,4.62,4.71,4.37,4.88,4.89,4.6,4.68,,,,
45003528,10 mins to broadway - luxurious gated townhome,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15942,-86.87973,345,2,Entire home/apt,10,2.5 baths,3,8,$162.00 ,61,1.57,4.66,4.79,4.77,4.74,4.77,4.62,4.62,,,,
45015102,10 mins to broadway - alluring gated townhome,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15977,-86.87898,304,2,Entire home/apt,10,2.5 baths,3,8,$161.00 ,90,2.08,4.69,4.8,4.57,4.83,4.92,4.56,4.71,,,,
45053579,2 bedroom condo - nashville,225597185,Alan,11/13/18,t,4,t,t,90,District 15,36.22001,-86.70533,358,3,Entire home/apt,6,2 baths,2,3,$295.00 ,21,0.45,4.67,4.81,4.71,4.57,4.76,4.81,4.62,,,,
45056960,downtown in the gulch - spacious 2bed/2bath - walk,363524491,Adam,8/20/20,t,9,t,t,9,District 19,36.15222,-86.78135,258,2,Entire home/apt,5,2 baths,2,4,$256.00 ,102,2.25,4.77,4.92,4.74,4.62,4.79,4.95,4.75,,,,
45069393,02 • matte black 2 bd ★ music row ★ pool ★ sleep 6,34316903,Derek & Lacey,5/26/15,t,10,t,t,10,District 19,36.15133,-86.79107,158,2,Entire home/apt,6,1 bath,2,3,$299.00 ,145,3.15,4.94,4.94,4.96,4.98,4.98,4.97,4.82,,,,
45069926,new 4 bedroom penthouse suite ★ pool ★ sleeps 12!,34316903,Derek & Lacey,5/26/15,t,10,t,t,10,District 19,36.15192,-86.79165,162,2,Entire home/apt,12,2 baths,4,6,$791.00 ,108,2.36,4.9,4.83,4.95,4.97,4.93,4.89,4.77,,,,
45086233,riverfront delight on the cumberland:downtown cond,62021647,Susan,3/7/16,f,1,t,t,1,District 17,36.14639,-86.78174,325,1,Entire home/apt,4,1 bath,1,1,$194.00 ,10,0.22,4.9,5,4.8,5,5,4.8,4.9,,,,
45087634,near vandy on foot-11 mins to downtown-park free!,330413872,Cat,1/24/20,t,6,t,f,10,District 21,36.1441,-86.81762,307,3,Entire home/apt,8,2.5 baths,2,4,$190.00 ,32,0.71,4.63,4.78,4.31,4.97,4.75,4.88,4.59,,,,
45091316,new fully furnished  3br/3.5ba with rooftop,12153920,Shac,2/11/14,t,13,t,t,18,District 5,36.1953,-86.77041,78,14,Entire home/apt,10,3.5 baths,3,5,$119.00 ,8,0.18,5,5,5,5,5,4.75,5,,,,
45098513,ideal downtown nashville loft – letterpress loft,26211861,Christy,1/16/15,t,2,t,t,6,District 19,36.16404,-86.77799,288,2,Entire home/apt,4,1 bath,1,2,$378.00 ,169,3.92,4.98,4.98,4.95,4.98,4.98,4.99,4.89,,,,
45104707,scenic-cottage on 5 acres,171145983,Amy,2/1/18,t,1,t,t,4,District 31,35.99511,-86.68697,312,1,Entire home/apt,6,2 baths,3,3,$174.00 ,127,2.87,4.81,4.83,4.93,4.87,4.89,4.9,4.81,,,,
45105260,east nashville chill space- 15 mins from downtown,160168452,Hannah,11/26/17,f,1,t,f,1,District 7,36.23221,-86.71922,146,2,Entire home/apt,6,1 bath,2,3,$109.00 ,80,2.14,4.68,4.71,4.78,4.89,4.9,4.89,4.73,,,,
45161683,space minutes from downtown,176299064,Walter,3/3/18,t,1,t,t,1,District 25,36.09209,-86.78681,225,30,Entire home/apt,6,1.5 baths,3,3,$80.00 ,4,0.32,5,5,5,5,5,5,5,,,,
45164873,east nashville nook,364751706,Stephanie,8/27/20,t,1,t,f,1,District 7,36.19491,-86.71381,0,3,Entire home/apt,2,1 bath,1,NA,"",66,1.47,4.97,4.98,4.97,5,4.95,4.92,4.97,,,,
45242131,nashville,165008812,Sheryl,12/30/17,f,2,t,t,16,District 15,36.2214,-86.7037,365,2,Private room,4,1 bath,1,NA,"",1,0.03,5,5,5,5,5,5,5,,,,
45258847,beerrun. downtown nashville studio. pool open now!,179452506,Carrie,3/19/18,f,6,t,t,8,District 17,36.12586,-86.77847,185,2,Entire home/apt,4,1 bath,0,2,$106.00 ,74,1.6,4.66,4.64,4.66,4.82,4.82,4.65,4.51,,,,
45285837,rm 2: fresh queen room 6 miles from downtown!,30733625,Oscar,4/6/15,t,2,t,t,2,District 2,36.22227,-86.8111,140,30,Private room,1,1 bath,1,1,$35.00 ,10,0.3,5,5,4.9,5,5,4.8,4.9,,,,
45290849,the hickory haven: a cozy private studio,85761471,Vanessa,7/24/16,t,1,t,t,1,District 11,36.22463,-86.63114,365,2,Private room,4,1 bath,1,1,$264.00 ,111,2.4,4.91,4.92,4.93,4.99,4.98,4.77,4.81,,,,
45326719,private peaceful studio in donelson,31620313,Charli,4/20/15,t,2,t,t,2,District 14,36.18557,-86.64279,322,30,Entire home/apt,2,1 bath,1,1,$52.00 ,1,0.23,5,5,5,5,5,5,5,,,,
45333798,the edison: clean, Central, Get-Away,77930747,Gretchen,6/15/16,t,3,t,t,36,District 5,36.20471,-86.74028,274,1,Entire home/apt,4,1 bath,1,1,$104.00 ,181,4.03,4.73,4.83,4.65,4.98,4.93,4.71,4.71,,
45366461,peaceful east nashville retreat,1187056,Jacob And Bonnie,9/20/11,t,1,t,t,1,District 7,36.2218,-86.72518,163,2,Entire home/apt,6,2 baths,2,NA,"",14,0.97,4.86,4.79,4.79,5,4.86,4.71,4.71,,,,
45382985,huge luxury chefs kitchen,13168890,Lynda,3/16/14,t,2,t,t,2,District 17,36.12953,-86.78035,336,2,Entire home/apt,14,3.5 baths,4,NA,"",17,0.5,4.94,4.82,4.65,4.94,5,4.94,4.82,,,,
45398761,sprawling belmont/12 s guest suite -walkable!,15586733,Neal,5/16/14,t,18,t,t,19,District 18,36.12995,-86.79816,179,2,Entire home/apt,6,1 bath,3,5,$242.00 ,64,1.49,4.72,4.83,4.88,4.98,4.97,4.95,4.75,,,,
45399105,serene guest cottage - walk 2 food/ 6 min 2 brdwy!,15586733,Neal,5/16/14,t,18,t,t,19,District 5,36.1862,-86.76294,157,1,Entire home/apt,2,1 bath,1,1,$131.00 ,118,2.73,4.95,4.93,4.97,4.98,4.97,4.75,4.87,,,,
45411384,new guesthouse w/ full kitchen, bath & parking,50008068,Brian,11/27/15,t,1,t,t,1,District 5,36.18805,-86.76236,37,2,Entire home/apt,4,One bathroom,1,2,$151.00 ,92,2.16,4.97,4.97,4.99,4.99,5,4.95,4.88,,,
45421949,cw nashville 1br condo,58385754,Kivaan,2/11/16,f,2,t,t,238,District 15,36.21975,-86.70523,365,2,Entire home/apt,4,1 bath,1,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
45421980,cw nashville 2br condo,58385754,Kivaan,2/11/16,f,2,t,t,238,District 15,36.21995,-86.70524,365,2,Entire home/apt,6,2 baths,2,NA,"",2,0.04,4.5,5,5,4,4.5,4.5,3.5,,,,
45449397,the neill: airy & spacious gem, Walk to Great Eats,6675690,Isabeau And Shaun,5/31/13,t,64,t,t,84,District 5,36.18573,-86.75508,342,2,Entire home/apt,10,2.5 baths,3,8,$225.00 ,81,2.17,4.96,4.99,4.86,4.98,4.98,4.83,4.89,,,
45451337,hydrangea: golf views, Porch Vibes, 3mi Broadway!,67994775,Music City Magnolia,4/19/16,t,15,t,t,16,District 6,36.17529,-86.73596,148,2,Entire home/apt,8,2 baths,3,4,$245.00 ,84,1.85,4.9,4.88,4.86,4.9,4.99,4.96,4.79,,
45454692,hgtv remodeled apartment close to everything,2407507,Kirk,5/18/12,t,1,t,t,1,District 5,36.1804072102171,-86.75438724,131,1,Entire home/apt,4,1 bath,1,2,$130.00 ,413,9.16,4.92,4.95,4.95,4.93,4.96,4.9,4.86,,,,
45464347,nashville within reach at shelby ave suites #204,40845307,Kamal,8/8/15,f,7,t,t,7,District 6,36.17021,-86.75271,324,30,Entire home/apt,2,1 bath,1,NA,"",7,0.16,4.57,4.86,4.43,4.86,4.86,4.43,4.43,,,,
45465547,comfy studio getaway in the heart of nashville,367836686,Toby,9/16/20,f,1,t,t,1,District 17,36.12657,-86.77863,263,1,Entire home/apt,2,1 bath,1,1,$90.00 ,109,2.4,4.82,4.93,4.8,4.9,5,4.87,4.82,,,,
45466268,ranch beaut - 5bd/3ba, King Beds, Mins to Broadway,284083091,Becky,8/8/19,t,2,t,t,2,District 8,36.26222,-86.7254,115,2,Entire home/apt,12,3 baths,5,5,$566.00 ,78,1.76,4.99,4.95,5,4.95,4.97,4.95,4.96,,
45504744,all things nashville at shelby ave suites #202,40845307,Kamal,8/8/15,f,7,t,t,7,District 6,36.1706,-86.75227,230,30,Entire home/apt,2,1 bath,1,NA,"",9,0.22,4.22,4.33,3.89,4.67,4.44,4.78,4.22,,,,
45505153,nashville vibes at shelby ave suites #101,40845307,Kamal,8/8/15,f,7,t,t,7,District 6,36.16984,-86.75309,364,30,Entire home/apt,2,1 bath,1,NA,"",6,0.14,3.17,3.5,3.67,4.33,4.17,4.67,3.67,,,,
45505595,brand new house, bike lanes, walk to restaurants,14761047,John,4/26/14,f,5,t,t,6,District 24,36.12056,-86.84448,322,30,Entire home/apt,8,4 baths,5,5,$166.00 ,5,0.16,5,5,5,5,5,5,5,,
45540142,nashville living at shelby ave suites #103,40845307,Kamal,8/8/15,f,7,t,t,7,District 6,36.17028,-86.75369,316,30,Entire home/apt,2,1 bath,1,NA,"",6,0.15,4,4.33,4.17,4.5,3.67,4.17,3.67,,,,
45544897,loft lula 'siete' in downtown nashville, TN,225949486,Luis + Crystal,11/15/18,f,10,t,t,15,District 19,36.15452,-86.77453,49,1,Entire home/apt,4,1 bath,1,2,$144.00 ,217,4.78,4.69,4.77,4.66,4.64,4.8,4.9,4.65,,,
45556783,cozy nashville at shelby ave suites #203,40845307,Kamal,8/8/15,f,7,t,t,7,District 6,36.17021,-86.75221,70,30,Entire home/apt,2,1 bath,1,NA,"",4,0.16,5,5,4.25,5,4.25,5,4.5,,,,
45572500,kasa | 2bd by listening room cafe | nashville,88566861,Kasa,8/7/16,f,13,t,t,230,District 19,36.15636,-86.78724,224,7,Entire home/apt,6,2 baths,2,3,$357.00 ,100,2.24,4.8,4.88,4.8,4.84,4.83,4.9,4.73,,,,
45572502,kasa | gulch studio, Music City Center | Nashville,88566861,Kasa,8/7/16,f,13,t,t,230,District 19,36.1577,-86.78839,282,7,Entire home/apt,2,1 bath,0,1,$277.00 ,40,0.9,4.63,4.78,4.68,4.65,4.68,4.8,4.6,,,
45597181,hip tiny house in the heart of east nashville.,4899259,Robert,1/29/13,t,2,t,t,6,District 5,36.1875,-86.75301,325,30,Entire home/apt,3,1 bath,0,2,$143.00 ,15,0.35,5,5,4.93,5,5,5,5,,,,
45608341,nashville revere place hideaway,165397037,Lindsey,1/2/18,t,2,t,t,2,District 15,36.1725,-86.68493,68,2,Entire home/apt,4,1 bath,2,2,$147.00 ,91,2.02,4.95,4.92,4.99,4.98,4.96,4.93,4.84,,,,
45609934,east nashville home - walk to dining & greenway,57059716,Eric,2/1/16,t,3,t,t,4,District 6,36.18542,-86.72085,264,2,Entire home/apt,12,3 baths,4,5,$181.00 ,98,2.26,4.97,4.98,4.91,4.96,4.99,4.96,4.91,,,,
45635244,boutique hideaway:gulch,WeHo,DT at Your Doorstep,369692637,Grady,9/28/20,t,1,t,f,1,District 17,36.14326,-86.76342,344,2,Entire home/apt,6,2 baths,1,4,$125.00 ,107,2.53,4.79,4.82,4.51,4.92,4.85,4.65,4.76,,
45668325,boutique one bedroom condo in dynamic 12 south 202,45101594,Scarlett,9/25/15,t,48,t,t,50,District 17,36.12326,-86.78975,329,2,Entire home/apt,4,1 bath,1,2,$146.00 ,81,1.8,4.98,5,4.98,5,4.99,5,4.9,,,,
45670188,home sweet nashville at shelby ave suites #201,40845307,Kamal,8/8/15,f,7,t,t,7,District 6,36.17178,-86.75287,49,30,Entire home/apt,2,1 bath,1,NA,"",9,0.22,4.78,4.78,4.67,4.56,4.67,5,4.67,,,,
45670501,walk gulch,Music Row, Broadway Central Nashville,32163305,Lisa,4/28/15,t,1,t,t,4,District 17,36.14626,-86.77971,351,4,Entire home/apt,4,1 bath,1,1,$178.00 ,68,1.51,4.9,4.84,4.81,4.93,4.93,4.76,4.76,,
45673261,the honey bee cottage - monthly furnished rental,85360355,StayLocal,7/22/16,f,124,t,t,129,District 17,36.12626,-86.78621,83,1,Entire home/apt,4,1 bath,1,2,$1,795.00 ,5,0.18,4.4,4.6,4.4,5,4.2,5,4.8,,,
45700181,04 • new glam 2 bd on music row ★ pool ★ sleeps 6!,34316903,Derek & Lacey,5/26/15,t,10,t,t,10,District 19,36.15133,-86.79157,151,2,Entire home/apt,6,1 bath,2,5,$324.00 ,112,2.5,4.94,4.91,4.96,4.94,4.98,4.86,4.83,,,,
45702837,country music legendary cabin near opry on 5 acres,297619817,Patrick & Annie,9/24/19,t,2,t,f,2,District 15,36.22069,-86.68577,89,1,Entire home/apt,8,2 baths,3,5,$175.00 ,252,5.78,4.95,4.97,4.85,4.95,4.97,4.96,4.9,,,,
45734047,newly renovated spacious 2br house-5mi to downtown,102921812,John,11/7/16,f,1,t,t,1,District 16,36.09969,-86.74232,364,30,Entire home/apt,6,1 bath,2,NA,"",4,0.12,5,5,5,5,5,5,5,,,,
45740356,riverfront hideaway w/ dock,62429442,Chase,3/10/16,t,1,t,t,1,District 15,36.2247,-86.70627,329,2,Entire home/apt,9,2 baths,3,5,$309.00 ,155,3.48,4.85,4.9,4.58,4.95,4.91,4.97,4.81,,,,
45767343,wyndham condo 1or2 br & kitchen 1 mile to opryland,80321697,Christine,6/27/16,t,1,t,t,25,District 15,36.21994,-86.70375,0,7,Entire home/apt,4,1 bath,1,NA,"",1,0.02,5,5,5,5,5,3,5,,,,
45771914,u1 / downtown river views / walkable to broadway,260899725,Kevin,5/9/19,t,54,t,t,56,District 19,36.16605,-86.77713,315,3,Entire home/apt,8,2 baths,3,NA,"",19,0.44,4.47,4.47,4.42,4.84,4.95,4.89,4.47,,,,
45772144,u2 downtown flat near the river / walk to broadway,260899725,Kevin,5/9/19,t,54,t,t,56,District 19,36.16605,-86.77713,305,3,Entire home/apt,8,2 baths,3,NA,"",30,0.68,4.7,4.73,4.83,4.73,4.8,4.77,4.5,,,,
45773092,spacious luxury near downtown, airport, lake, GOO,119293882,Angela,3/5/17,f,2,t,f,2,District 13,36.13307,-86.63072,93,30,Private room,2,1.5 baths,1,1,$49.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,
45773513,modern townhome w/ game room + 10min to downtown!,236657857,Cully,1/14/19,t,4,t,t,4,District 2,36.1887740612209,-86.80496107,357,1,Entire home/apt,10,3 baths,3,7,$148.00 ,133,3.01,4.89,4.88,4.77,4.99,4.98,4.86,4.88,,,,
45774205,union one / combo listing two 3br condos downtown,260899725,Kevin,5/9/19,t,54,t,t,56,District 19,36.16605,-86.77713,297,3,Entire home/apt,16,4 baths,6,NA,"",13,0.37,4.62,4.54,4.31,5,4.85,4.85,4.62,,,,
45782248,3br loft | walk to broadway downtown | pool gym |,35100052,Victor,6/5/15,t,5,t,t,7,District 19,36.15554,-86.775208,236,1,Entire home/apt,10,3 baths,3,NA,"",216,4.85,4.81,4.88,4.66,4.86,4.85,4.98,4.72,,,,
45782630,✨downtown nashville & broadway 6 people  pool & gym 2 br✨,35100052,Victor,6/5/15,t,5,t,t,7,District 19,36.15554,-86.775208,254,1,Entire home/apt,6,2 baths,2,3,$215.00 ,210,4.83,4.87,4.88,4.8,4.84,4.94,4.97,4.86,,,,
45783152,quiet hide-away, minutes from downtown & airport!,371160772,Rosalie,10/8/20,t,1,t,t,1,District 13,36.10262,-86.70292,94,1,Private room,2,1 bath,1,1,$67.00 ,443,9.9,4.92,4.96,4.89,4.98,4.95,4.92,4.93,,,
45786542,the urban trilogy one,85360355,StayLocal,7/22/16,f,124,t,t,129,District 21,36.15708,-86.80236,344,31,Entire home/apt,5,1 bath,2,NA,"",14,0.33,4.43,4.57,4.57,4.93,4.57,4.36,4.29,,,,
45786580,the urban trilogy two,85360355,StayLocal,7/22/16,f,124,t,t,129,District 21,36.15931,-86.80365,293,1,Entire home/apt,5,1 bath,2,NA,"",28,0.65,4.57,4.86,4.82,4.82,4.86,4.61,4.64,,,,
45786605,the urban trilogy three,85360355,StayLocal,7/22/16,f,124,t,t,129,District 21,36.15938,-86.80164,315,1,Entire home/apt,5,1 bath,2,NA,"",12,0.28,4.33,4.58,4,4.92,4.92,4.67,4.25,,,,
45816241,abode | marathon village | cozy, Urban, Local!,328603084,Abode (Nashville),1/17/20,f,10,t,t,10,District 19,36.16373,-86.80075,344,1,Entire home/apt,4,1 bath,1,2,$93.00 ,55,1.33,4.15,4.38,4.42,4.13,4.44,3.55,4.04,,
45816243,abode | marathon village | cozy nashville retreat,328603084,Abode (Nashville),1/17/20,f,10,t,t,10,District 19,36.16534,-86.80097,365,1,Entire home/apt,6,1 bath,2,3,$120.00 ,91,2.08,4.27,4.3,4.41,4.51,4.76,3.75,4.13,,,,
45839968,1850's luxury  -  modern comfort  -  mins to dwtn!,15191384,Cristina & Brendon,5/6/14,t,1,t,t,2,District 2,36.18683,-86.83729,323,1,Entire home/apt,8,2 baths,3,4,$604.00 ,96,2.17,4.85,4.84,4.91,4.88,4.96,4.51,4.71,,,,
45840570,nashville condo 10 mins to downtown,44026806,Jeff,9/12/15,t,1,t,t,1,District 5,36.20712,-86.76629,0,2,Entire home/apt,7,2.5 baths,2,3,$230.00 ,76,1.73,4.96,4.96,4.87,4.97,5,4.76,4.95,,,,
45842524,rooftop hot-tub  with downtown views #1,206929251,DeRon,8/2/18,t,21,t,t,21,District 21,36.16226,-86.8036,343,2,Entire home/apt,8,3.5 baths,3,3,$485.00 ,42,0.94,4.95,4.98,4.93,4.95,4.95,4.6,4.74,,,,
45844196,rooftop hot-tub  with downtown views #2,206929251,DeRon,8/2/18,t,21,t,t,21,District 19,36.16374,-86.80402,302,2,Entire home/apt,12,4.5 baths,4,5,$485.00 ,36,0.82,4.89,4.92,4.94,4.92,4.97,4.56,4.78,,,,
45866947,stay, Relax & Discover Cloverland House.,371851192,Melissa,10/13/20,f,1,t,f,1,District 4,36.03367,-86.75908,146,30,Entire home/apt,7,3 baths,5,3,$800.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,
45895216,loft lula 'east' in east nashville, TN,225949486,Luis + Crystal,11/15/18,f,10,t,t,15,District 5,36.20672,-86.76551,359,1,Entire home/apt,4,1 bath,2,2,$85.00 ,139,3.12,4.76,4.83,4.83,4.75,4.83,4.48,4.64,,,
